age,gender,category,purchase_amount,location,size,season,review_rating,subscription,payment_method,shipping_type,discount_apply,previous_purchase,preffered_payment,freq_purchase,cluster
48,Male,Clothing,29.000000000000004,Midwest,S,Spring,2.8,No,PayPal,Express,Yes,16.0,Cash,Bi-Weekly,3
44,Male,Footwear,85.0,Northeast,M,Summer,4.6,No,Debit Card,Standard,Yes,32.0,Venmo,Annually,1
29,Male,Clothing,81.0,Midwest,S,Summer,3.0,No,Cash,Free Shipping,Yes,14.0,Bank Transfer,Fortnightly,0
29,Male,Accessories,23.0,Southwest,L,Fall,3.6,No,Bank Transfer,2-Day Shipping,Yes,42.0,Venmo,Bi-Weekly,2
67,Male,Clothing,100.0,Southeast,M,Spring,4.5,No,Cash,Next Day Air,Yes,47.0,Credit Card,Every 3 Months,1
42,Male,Clothing,54.0,Northeast,M,Fall,5.0,No,Venmo,Express,Yes,21.0,Debit Card,Weekly,3
23,Male,Footwear,25.0,West,M,Fall,2.9,No,Bank Transfer,Next Day Air,Yes,37.0,Credit Card,Monthly,2
34,Male,Clothing,32.0,Northeast,L,Summer,3.1,No,Venmo,Next Day Air,Yes,10.0,Credit Card,Annually,3
64,Male,Accessories,63.0,West,S,Spring,4.0,No,Bank Transfer,2-Day Shipping,Yes,18.0,PayPal,Every 3 Months,0
31,Male,Clothing,56.0,Southeast,XL,Spring,4.5,No,Venmo,Express,Yes,2.0,PayPal,Every 3 Months,3
54,Male,Clothing,33.0,West,L,Winter,4.5,No,Cash,Next Day Air,Yes,40.0,PayPal,Annually,2
23,Male,Outerwear,32.0,Midwest,L,Summer,3.1,No,PayPal,Express,Yes,43.0,PayPal,Annually,2
59,Male,Clothing,38.0,Northeast,L,Summer,4.4,No,Credit Card,Next Day Air,Yes,14.0,Credit Card,Every 3 Months,3
32,Male,Clothing,21.0,West,L,Summer,4.7,No,Bank Transfer,Store Pickup,Yes,41.0,Cash,Quarterly,2
43,Male,Clothing,59.0,Southeast,L,Winter,3.1,No,Credit Card,Store Pickup,Yes,38.0,Credit Card,Every 3 Months,2
32,Male,Footwear,87.0,Southeast,M,Fall,4.2,No,Credit Card,Express,Yes,12.0,Venmo,Annually,0
66,Male,Clothing,79.0,Midwest,M,Winter,3.0,No,Venmo,Store Pickup,Yes,19.0,Bank Transfer,Monthly,0
70,Male,Footwear,28.0,Midwest,M,Summer,2.6,No,Cash,Free Shipping,Yes,23.0,Credit Card,Bi-Weekly,3
42,Male,Footwear,67.0,Midwest,S,Summer,3.4,No,Venmo,Free Shipping,Yes,49.0,Debit Card,Annually,1
56,Male,Clothing,75.0,Southeast,L,Spring,4.2,No,PayPal,2-Day Shipping,Yes,29.0,Debit Card,Quarterly,1
28,Male,Accessories,32.0,Southwest,S,Spring,4.6,No,PayPal,Standard,Yes,14.0,Debit Card,Bi-Weekly,3
28,Male,Clothing,43.0,Southeast,M,Spring,2.8,No,Credit Card,Free Shipping,Yes,19.0,Cash,Monthly,3
52,Male,Clothing,93.0,Northeast,M,Spring,2.7,No,Venmo,Express,Yes,19.0,Credit Card,Bi-Weekly,0
65,Male,Accessories,24.0,Southwest,M,Spring,4.0,No,Credit Card,Standard,Yes,48.0,Bank Transfer,Weekly,2
56,Male,Accessories,31.000000000000004,West,XL,Fall,3.1,No,PayPal,Free Shipping,Yes,19.0,Debit Card,Annually,3
59,Male,Clothing,84.0,Midwest,L,Winter,3.7,No,Credit Card,Express,Yes,45.0,Bank Transfer,Every 3 Months,1
23,Male,Clothing,74.0,West,M,Winter,4.0,No,Credit Card,Next Day Air,Yes,17.0,Bank Transfer,Quarterly,0
58,Male,Clothing,62.0,Northeast,M,Spring,4.6,No,Cash,Standard,Yes,15.0,Debit Card,Every 3 Months,0
39,Male,Accessories,77.0,Midwest,S,Summer,3.8,No,Credit Card,Free Shipping,Yes,11.0,Credit Card,Fortnightly,0
28,Male,Accessories,73.0,West,L,Summer,3.5,No,Venmo,Express,Yes,1.0,Cash,Monthly,0
40,Male,Footwear,50.0,Southwest,M,Spring,4.6,No,Bank Transfer,Free Shipping,Yes,17.0,Cash,Monthly,3
52,Male,Outerwear,40.0,Southeast,M,Winter,2.8,No,Credit Card,Standard,Yes,37.0,Cash,Weekly,2
37,Male,Clothing,97.0,Northeast,M,Winter,3.7,No,Debit Card,Standard,Yes,40.0,Bank Transfer,Weekly,1
70,Male,Accessories,63.0,Southwest,M,Fall,3.3,No,PayPal,Express,Yes,50.0,PayPal,Every 3 Months,1
30,Male,Accessories,65.0,Northeast,M,Fall,2.9,No,Credit Card,Standard,Yes,20.0,PayPal,Bi-Weekly,0
38,Male,Clothing,91.0,Southeast,M,Spring,3.2,No,Credit Card,Standard,Yes,8.0,PayPal,Bi-Weekly,0
66,Male,Clothing,60.0,West,S,Spring,4.3,No,Bank Transfer,Store Pickup,Yes,16.0,Bank Transfer,Quarterly,0
29,Male,Clothing,69.0,West,M,Winter,2.7,No,Cash,Next Day Air,Yes,9.0,Bank Transfer,Quarterly,0
46,Male,Outerwear,52.0,Southeast,S,Spring,4.2,No,Debit Card,Store Pickup,Yes,12.0,Venmo,Monthly,3
56,Male,Footwear,49.0,West,M,Fall,4.8,No,Credit Card,2-Day Shipping,Yes,26.0,Credit Card,Weekly,2
23,Male,Footwear,85.0,West,M,Spring,4.8,No,PayPal,Store Pickup,Yes,44.0,Debit Card,Fortnightly,1
37,Male,Clothing,86.0,Southeast,L,Spring,3.4,No,Venmo,Express,Yes,19.0,Credit Card,Bi-Weekly,0
56,Male,Accessories,51.0,Southeast,S,Winter,2.6,No,Bank Transfer,Standard,Yes,43.0,PayPal,Fortnightly,2
36,Male,Accessories,56.0,Midwest,L,Winter,5.0,No,PayPal,Next Day Air,Yes,5.0,Bank Transfer,Every 3 Months,3
40,Male,Accessories,72.0,West,M,Fall,4.4,No,Credit Card,Next Day Air,Yes,5.0,Debit Card,Every 3 Months,0
26,Male,Clothing,27.0,Northeast,XL,Fall,2.9,No,Debit Card,Standard,Yes,31.0,Bank Transfer,Quarterly,2
57,Male,Accessories,43.0,West,XL,Summer,3.4,No,Cash,2-Day Shipping,Yes,11.0,Bank Transfer,Monthly,3
68,Male,Footwear,56.0,Southeast,M,Spring,3.4,No,Venmo,Standard,Yes,34.0,Bank Transfer,Monthly,2
56,Male,Clothing,37.0,Northeast,S,Fall,4.9,No,Credit Card,Next Day Air,Yes,14.0,Cash,Annually,3
40,Male,Clothing,21.0,Midwest,M,Fall,3.6,No,Credit Card,Standard,Yes,42.0,Venmo,Weekly,2
44,Male,Clothing,91.0,Southeast,L,Winter,3.0,No,Credit Card,Free Shipping,Yes,15.0,Venmo,Bi-Weekly,0
44,Male,Clothing,95.0,Northeast,M,Summer,3.9,No,Venmo,2-Day Shipping,Yes,47.0,Bank Transfer,Monthly,1
19,Male,Accessories,54.0,Midwest,XL,Spring,3.2,No,PayPal,Standard,Yes,23.0,Credit Card,Fortnightly,3
21,Male,Clothing,36.0,Southeast,XL,Spring,3.2,No,Bank Transfer,Next Day Air,Yes,23.0,Cash,Bi-Weekly,3
31,Male,Accessories,71.0,Southeast,M,Fall,4.3,No,Cash,Next Day Air,Yes,1.0,Cash,Every 3 Months,0
30,Male,Outerwear,31.000000000000004,Northeast,L,Summer,2.8,No,Credit Card,2-Day Shipping,Yes,28.0,Bank Transfer,Quarterly,2
65,Male,Accessories,89.0,Midwest,XL,Spring,4.5,No,Bank Transfer,Next Day Air,Yes,37.0,Credit Card,Bi-Weekly,1
39,Male,Clothing,83.0,West,M,Winter,4.1,No,Bank Transfer,Next Day Air,Yes,4.0,Cash,Every 3 Months,0
64,Male,Accessories,42.0,Southeast,M,Spring,3.6,No,Debit Card,2-Day Shipping,Yes,21.0,Bank Transfer,Quarterly,3
59,Male,Clothing,91.0,Southeast,M,Summer,3.0,No,Venmo,2-Day Shipping,Yes,50.0,PayPal,Bi-Weekly,1
49,Male,Outerwear,61.0,Midwest,M,Spring,4.0,No,Debit Card,Free Shipping,Yes,34.0,Bank Transfer,Annually,1
24,Male,Accessories,66.0,Southwest,S,Summer,3.5,No,Venmo,Next Day Air,Yes,20.0,Cash,Quarterly,0
19,Male,Accessories,22.0,Midwest,XL,Spring,2.5,No,Debit Card,Store Pickup,Yes,25.0,Venmo,Every 3 Months,2
27,Male,Clothing,68.0,Southeast,S,Winter,4.3,No,Debit Card,Store Pickup,Yes,26.0,Bank Transfer,Fortnightly,0
56,Male,Clothing,43.0,Southeast,L,Fall,2.8,No,Bank Transfer,Express,Yes,4.0,Bank Transfer,Annually,3
49,Male,Clothing,32.0,Southeast,M,Fall,3.7,No,Cash,Next Day Air,Yes,39.0,Debit Card,Monthly,2
41,Male,Outerwear,46.0,West,M,Fall,4.3,No,Cash,Express,Yes,29.0,Cash,Weekly,2
36,Male,Clothing,90.0,Midwest,L,Summer,4.0,No,Bank Transfer,Express,Yes,47.0,PayPal,Quarterly,1
68,Male,Accessories,75.0,Southeast,L,Fall,4.7,No,Cash,Express,Yes,5.0,Cash,Every 3 Months,0
28,Male,Accessories,69.0,Midwest,M,Winter,4.5,No,PayPal,Store Pickup,Yes,18.0,Bank Transfer,Fortnightly,0
45,Male,Accessories,40.0,Midwest,M,Fall,3.1,No,Debit Card,Free Shipping,Yes,10.0,Credit Card,Fortnightly,3
60,Male,Accessories,63.0,Midwest,S,Fall,3.8,No,Venmo,Express,Yes,25.0,Cash,Quarterly,0
21,Male,Clothing,36.0,Midwest,L,Summer,4.9,No,Venmo,Express,Yes,2.0,Cash,Weekly,3
32,Male,Footwear,75.0,Midwest,M,Winter,3.2,No,Cash,Standard,Yes,48.0,Venmo,Fortnightly,1
27,Male,Accessories,67.0,West,L,Summer,2.9,No,PayPal,2-Day Shipping,Yes,41.0,Bank Transfer,Every 3 Months,1
40,Male,Clothing,64.0,Southeast,M,Spring,2.8,No,PayPal,Store Pickup,Yes,42.0,Credit Card,Monthly,1
64,Male,Clothing,61.0,Midwest,M,Fall,4.0,No,Credit Card,2-Day Shipping,Yes,44.0,PayPal,Bi-Weekly,1
18,Male,Accessories,40.0,Southeast,L,Winter,2.6,No,Credit Card,Store Pickup,Yes,6.0,Cash,Quarterly,3
22,Male,Accessories,97.0,Northeast,M,Fall,2.7,No,Debit Card,Free Shipping,Yes,5.0,Bank Transfer,Quarterly,0
42,Male,Footwear,31.000000000000004,Northeast,L,Spring,4.1,No,Venmo,2-Day Shipping,Yes,8.0,Credit Card,Annually,3
57,Male,Footwear,65.0,Northeast,L,Spring,5.0,No,Cash,Free Shipping,Yes,24.0,PayPal,Annually,0
33,Male,Accessories,54.0,Southeast,L,Spring,3.0,No,Credit Card,Next Day Air,Yes,42.0,Venmo,Monthly,2
37,Male,Outerwear,49.0,Southeast,XL,Fall,3.6,No,PayPal,Free Shipping,Yes,24.0,Venmo,Weekly,3
21,Male,Clothing,64.0,Midwest,L,Fall,2.8,No,Venmo,2-Day Shipping,Yes,38.0,Venmo,Bi-Weekly,1
51,Male,Footwear,35.0,Northeast,S,Winter,4.6,No,Bank Transfer,Standard,Yes,41.0,Cash,Fortnightly,2
30,Male,Footwear,86.0,Midwest,L,Winter,2.9,No,Cash,Standard,Yes,48.0,Venmo,Quarterly,1
68,Male,Outerwear,55.0,Midwest,L,Winter,4.8,No,Venmo,Express,Yes,16.0,Bank Transfer,Quarterly,3
36,Male,Accessories,58.0,Midwest,M,Spring,3.3,No,Bank Transfer,Express,Yes,4.0,Venmo,Monthly,3
46,Male,Footwear,96.0,West,M,Fall,4.6,No,Cash,Standard,Yes,8.0,Bank Transfer,Weekly,0
41,Male,Accessories,64.0,Southeast,M,Fall,2.6,No,Debit Card,Store Pickup,Yes,1.0,Bank Transfer,Bi-Weekly,0
68,Male,Outerwear,56.0,West,M,Fall,4.0,No,Bank Transfer,Next Day Air,Yes,4.0,Debit Card,Quarterly,3
21,Male,Clothing,85.0,Southeast,M,Winter,3.8,No,Credit Card,Standard,Yes,20.0,Credit Card,Monthly,0
62,Male,Clothing,23.0,Southwest,M,Spring,3.9,No,Cash,Express,Yes,40.0,Cash,Quarterly,2
59,Male,Accessories,72.0,Midwest,L,Fall,2.6,No,Debit Card,Store Pickup,Yes,8.0,Debit Card,Fortnightly,0
25,Male,Accessories,38.0,Southwest,M,Summer,4.3,No,Venmo,Standard,Yes,42.0,Debit Card,Weekly,2
53,Male,Clothing,29.000000000000004,Southeast,S,Winter,3.6,No,Bank Transfer,Express,Yes,38.0,Credit Card,Annually,2
31,Male,Accessories,46.0,Southwest,M,Spring,4.2,No,Debit Card,Express,Yes,34.0,Venmo,Every 3 Months,2
46,Male,Accessories,58.0,West,L,Spring,3.9,No,Bank Transfer,Express,Yes,14.0,PayPal,Fortnightly,3
26,Male,Outerwear,43.0,Midwest,L,Fall,4.7,No,PayPal,Next Day Air,Yes,39.0,Cash,Weekly,2
47,Male,Accessories,32.0,Southeast,L,Spring,2.8,No,Cash,Next Day Air,Yes,40.0,PayPal,Bi-Weekly,2
37,Male,Clothing,30.0,Midwest,XL,Winter,3.0,No,Cash,Next Day Air,Yes,49.0,Debit Card,Monthly,2
55,Male,Accessories,67.0,Northeast,S,Summer,4.7,No,Cash,Store Pickup,Yes,33.0,PayPal,Annually,1
30,Male,Clothing,45.0,Southwest,M,Summer,2.5,No,Bank Transfer,Free Shipping,Yes,25.0,Credit Card,Weekly,2
19,Male,Accessories,81.0,Midwest,M,Winter,3.1,No,Bank Transfer,Store Pickup,Yes,48.0,Venmo,Annually,1
36,Male,Accessories,23.0,West,M,Fall,3.6,No,Venmo,Next Day Air,Yes,22.0,Credit Card,Every 3 Months,3
23,Male,Footwear,59.0,Midwest,M,Fall,3.5,No,Cash,2-Day Shipping,Yes,1.0,PayPal,Weekly,3
62,Male,Accessories,21.0,Midwest,L,Summer,3.1,No,Bank Transfer,Express,Yes,47.0,PayPal,Monthly,2
26,Male,Accessories,20.0,Southeast,M,Spring,3.6,No,Bank Transfer,Store Pickup,Yes,20.0,Credit Card,Bi-Weekly,3
36,Male,Accessories,28.0,West,M,Winter,3.5,No,Venmo,Next Day Air,Yes,10.0,Debit Card,Weekly,3
33,Male,Clothing,100.0,Northeast,M,Winter,2.7,No,Cash,Store Pickup,Yes,39.0,Credit Card,Monthly,1
32,Male,Clothing,46.0,West,L,Spring,3.6,No,Venmo,Express,Yes,15.0,Debit Card,Monthly,3
56,Male,Accessories,61.0,West,XL,Spring,4.5,No,Cash,Express,Yes,11.0,Credit Card,Annually,0
58,Male,Clothing,58.0,Northeast,M,Winter,4.1,No,Debit Card,Free Shipping,Yes,38.0,Venmo,Weekly,2
34,Male,Accessories,50.0,West,M,Spring,4.2,No,Credit Card,Standard,Yes,41.0,Cash,Fortnightly,2
61,Male,Accessories,93.0,Southeast,M,Summer,4.0,No,Venmo,Store Pickup,Yes,18.0,Debit Card,Annually,0
48,Male,Clothing,24.0,Southwest,L,Summer,2.8,No,PayPal,Store Pickup,Yes,13.0,Venmo,Quarterly,3
25,Male,Clothing,100.0,Midwest,M,Summer,2.6,No,Debit Card,2-Day Shipping,Yes,43.0,Venmo,Annually,1
51,Male,Clothing,79.0,Northeast,S,Fall,2.7,No,Venmo,Store Pickup,Yes,12.0,Bank Transfer,Quarterly,0
29,Male,Clothing,51.0,Midwest,M,Summer,4.5,No,Debit Card,Store Pickup,Yes,3.0,Credit Card,Bi-Weekly,3
54,Male,Accessories,90.0,Midwest,M,Winter,3.7,No,Bank Transfer,Free Shipping,Yes,12.0,Credit Card,Every 3 Months,0
48,Male,Footwear,56.0,West,L,Summer,3.4,No,PayPal,Free Shipping,Yes,46.0,Cash,Quarterly,2
62,Male,Clothing,25.0,West,S,Spring,4.6,No,Cash,Standard,Yes,21.0,Debit Card,Fortnightly,3
18,Male,Clothing,75.0,Southeast,M,Summer,4.1,No,Bank Transfer,2-Day Shipping,Yes,23.0,Venmo,Every 3 Months,0
43,Male,Accessories,75.0,West,M,Summer,2.6,No,Debit Card,Free Shipping,Yes,4.0,Debit Card,Quarterly,0
22,Male,Clothing,53.0,West,XL,Summer,4.6,No,Cash,Store Pickup,Yes,45.0,PayPal,Every 3 Months,2
68,Male,Clothing,100.0,Northeast,S,Spring,3.0,No,Credit Card,Standard,Yes,24.0,Bank Transfer,Fortnightly,0
44,Male,Clothing,27.0,Southwest,L,Fall,3.4,No,PayPal,Free Shipping,Yes,3.0,PayPal,Bi-Weekly,3
51,Male,Footwear,60.0,Midwest,S,Fall,3.5,No,PayPal,Free Shipping,Yes,12.0,Venmo,Every 3 Months,0
66,Male,Outerwear,23.0,Northeast,S,Fall,3.5,No,Cash,Standard,Yes,34.0,Bank Transfer,Every 3 Months,2
59,Male,Outerwear,40.0,West,S,Winter,3.7,No,Debit Card,Next Day Air,Yes,39.0,Credit Card,Annually,2
60,Male,Clothing,38.0,Midwest,M,Summer,4.8,No,Credit Card,Free Shipping,Yes,35.0,PayPal,Every 3 Months,2
31,Male,Accessories,90.0,Midwest,S,Summer,4.9,No,PayPal,Store Pickup,Yes,8.0,Credit Card,Annually,0
20,Male,Clothing,97.0,Midwest,S,Summer,4.9,No,Debit Card,Express,Yes,42.0,PayPal,Quarterly,1
24,Male,Clothing,38.0,Southeast,L,Fall,4.7,No,Venmo,Standard,Yes,6.0,Credit Card,Every 3 Months,3
48,Male,Footwear,30.0,Midwest,S,Summer,4.9,No,PayPal,Free Shipping,Yes,3.0,Credit Card,Fortnightly,3
39,Male,Clothing,88.0,Midwest,M,Fall,2.9,No,Bank Transfer,Express,Yes,29.0,Venmo,Quarterly,1
34,Male,Accessories,33.0,Southeast,L,Winter,4.4,No,Cash,Express,Yes,32.0,Debit Card,Quarterly,2
70,Male,Clothing,60.0,Midwest,L,Winter,3.2,No,Venmo,Next Day Air,Yes,45.0,Debit Card,Weekly,1
59,Male,Clothing,64.0,Northeast,L,Summer,4.6,No,PayPal,Free Shipping,Yes,21.0,Debit Card,Bi-Weekly,0
45,Male,Accessories,95.0,West,XL,Fall,4.0,No,Debit Card,Standard,Yes,41.0,Cash,Weekly,1
35,Male,Footwear,83.0,Midwest,M,Winter,3.7,No,Venmo,Free Shipping,Yes,23.0,PayPal,Fortnightly,0
69,Male,Footwear,97.0,West,XL,Winter,4.2,No,Debit Card,Free Shipping,Yes,14.0,Cash,Annually,0
58,Male,Outerwear,38.0,West,M,Spring,2.9,No,Cash,Standard,Yes,24.0,Debit Card,Monthly,3
25,Male,Footwear,48.0,West,M,Summer,4.8,No,Credit Card,Next Day Air,Yes,25.0,Cash,Fortnightly,2
27,Male,Footwear,76.0,West,M,Spring,4.4,No,Bank Transfer,Standard,Yes,13.0,Venmo,Monthly,0
34,Male,Clothing,25.0,Midwest,S,Summer,3.4,No,Debit Card,Free Shipping,Yes,3.0,Venmo,Every 3 Months,3
53,Male,Clothing,92.0,West,S,Spring,2.8,No,Cash,2-Day Shipping,Yes,42.0,Credit Card,Annually,1
58,Male,Footwear,47.0,West,L,Fall,4.2,No,PayPal,Next Day Air,Yes,2.0,Cash,Monthly,3
32,Male,Clothing,36.0,Northeast,L,Fall,3.8,No,Venmo,Express,Yes,26.0,Cash,Quarterly,2
64,Male,Accessories,51.0,Southwest,M,Fall,3.1,No,Venmo,2-Day Shipping,Yes,24.0,Credit Card,Annually,3
63,Male,Clothing,35.0,West,XL,Summer,3.2,No,Debit Card,Express,Yes,6.0,Credit Card,Quarterly,3
23,Male,Clothing,57.0,West,S,Summer,3.0,No,Credit Card,Next Day Air,Yes,25.0,PayPal,Monthly,2
64,Male,Footwear,95.0,Southeast,M,Summer,3.6,No,Bank Transfer,Free Shipping,Yes,11.0,Credit Card,Every 3 Months,0
18,Male,Clothing,41.0,Northeast,L,Winter,2.5,No,Debit Card,Store Pickup,Yes,20.0,Cash,Every 3 Months,3
25,Male,Clothing,44.0,Midwest,S,Winter,3.4,No,PayPal,Free Shipping,Yes,25.0,Cash,Quarterly,2
54,Male,Outerwear,34.0,West,M,Fall,2.5,No,Venmo,Next Day Air,Yes,35.0,PayPal,Quarterly,2
60,Male,Outerwear,25.0,West,L,Spring,4.7,No,Venmo,2-Day Shipping,Yes,11.0,Bank Transfer,Quarterly,3
36,Male,Footwear,93.0,Southeast,S,Winter,3.2,No,PayPal,2-Day Shipping,Yes,41.0,Bank Transfer,Fortnightly,1
66,Male,Footwear,50.0,Southeast,L,Winter,2.9,No,Bank Transfer,Free Shipping,Yes,17.0,Credit Card,Annually,3
60,Male,Clothing,79.0,Southeast,L,Fall,4.9,No,Debit Card,Express,Yes,1.0,PayPal,Every 3 Months,0
59,Male,Outerwear,100.0,West,S,Spring,2.7,No,Venmo,Store Pickup,Yes,30.0,PayPal,Every 3 Months,1
58,Male,Clothing,57.0,Northeast,S,Spring,4.7,No,Bank Transfer,Express,Yes,47.0,Venmo,Fortnightly,2
35,Male,Clothing,28.0,Midwest,M,Spring,2.9,No,Debit Card,2-Day Shipping,Yes,34.0,Venmo,Weekly,2
20,Male,Footwear,35.0,Northeast,L,Winter,4.8,No,PayPal,Express,Yes,18.0,Venmo,Fortnightly,3
70,Male,Footwear,85.0,Northeast,L,Fall,4.6,No,Venmo,Standard,Yes,33.0,Venmo,Bi-Weekly,1
54,Male,Accessories,95.0,West,S,Summer,5.0,No,PayPal,2-Day Shipping,Yes,42.0,Venmo,Quarterly,1
38,Male,Footwear,90.0,West,S,Summer,4.8,No,Venmo,2-Day Shipping,Yes,2.0,Venmo,Quarterly,0
54,Male,Accessories,49.0,Southwest,M,Summer,4.9,No,Credit Card,Store Pickup,Yes,1.0,Bank Transfer,Monthly,3
33,Male,Accessories,92.0,West,M,Winter,4.6,No,Bank Transfer,2-Day Shipping,Yes,23.0,Bank Transfer,Quarterly,0
46,Male,Accessories,72.0,Midwest,XL,Winter,3.9,No,Bank Transfer,Store Pickup,Yes,42.0,Cash,Bi-Weekly,1
58,Male,Clothing,71.0,Southeast,M,Summer,4.5,No,PayPal,Store Pickup,Yes,3.0,PayPal,Annually,0
30,Male,Accessories,27.0,Midwest,XL,Winter,4.7,No,Credit Card,Store Pickup,Yes,16.0,Debit Card,Fortnightly,3
42,Male,Accessories,39.0,Southwest,S,Fall,3.9,No,Bank Transfer,Express,Yes,46.0,Cash,Fortnightly,2
28,Male,Accessories,98.0,Southeast,M,Winter,4.4,No,Debit Card,Standard,Yes,31.0,PayPal,Every 3 Months,1
43,Male,Footwear,27.0,West,M,Spring,3.9,No,Venmo,Next Day Air,Yes,15.0,Cash,Every 3 Months,3
31,Male,Accessories,71.0,West,S,Spring,2.8,No,PayPal,2-Day Shipping,Yes,48.0,Venmo,Every 3 Months,1
39,Male,Accessories,24.0,Midwest,L,Spring,3.5,No,Bank Transfer,Store Pickup,Yes,11.0,Cash,Weekly,3
69,Male,Clothing,63.0,Midwest,M,Fall,4.3,No,Cash,Express,Yes,20.0,Credit Card,Every 3 Months,0
31,Male,Clothing,72.0,Northeast,S,Fall,3.9,No,Bank Transfer,Next Day Air,Yes,6.0,Credit Card,Monthly,0
44,Male,Clothing,61.0,Northeast,M,Spring,4.0,No,Bank Transfer,Express,Yes,24.0,Cash,Monthly,0
39,Male,Accessories,56.0,West,M,Fall,4.1,No,Credit Card,Next Day Air,Yes,18.0,Credit Card,Monthly,3
24,Male,Accessories,32.0,West,XL,Summer,4.3,No,Credit Card,Standard,Yes,1.0,PayPal,Every 3 Months,3
28,Male,Accessories,23.0,West,M,Summer,4.2,No,PayPal,Free Shipping,Yes,13.0,Venmo,Bi-Weekly,3
48,Male,Outerwear,100.0,West,L,Spring,4.0,No,Debit Card,Standard,Yes,2.0,Bank Transfer,Weekly,0
39,Male,Accessories,74.0,Northeast,M,Fall,3.6,No,Cash,Express,Yes,26.0,Cash,Quarterly,0
64,Male,Clothing,33.0,Southeast,S,Spring,3.3,No,Credit Card,Standard,Yes,31.0,PayPal,Quarterly,2
28,Male,Accessories,67.0,Midwest,S,Spring,4.1,No,Venmo,2-Day Shipping,Yes,43.0,Bank Transfer,Weekly,1
39,Male,Accessories,61.0,Northeast,S,Summer,4.7,No,PayPal,Next Day Air,Yes,12.0,Debit Card,Bi-Weekly,0
49,Male,Clothing,46.0,Midwest,M,Summer,4.4,No,Cash,Store Pickup,Yes,22.0,Venmo,Every 3 Months,3
22,Male,Accessories,56.0,Midwest,L,Spring,3.4,No,Bank Transfer,Standard,Yes,3.0,Cash,Fortnightly,3
25,Male,Footwear,73.0,West,S,Spring,5.0,No,Cash,Free Shipping,Yes,23.0,Venmo,Every 3 Months,0
40,Male,Clothing,44.0,West,L,Summer,4.6,No,Credit Card,Store Pickup,Yes,26.0,PayPal,Annually,2
23,Male,Accessories,44.0,West,L,Winter,4.0,No,Venmo,Standard,Yes,37.0,Credit Card,Weekly,2
24,Male,Accessories,26.0,Midwest,XL,Summer,4.1,No,PayPal,Next Day Air,Yes,42.0,Venmo,Quarterly,2
66,Male,Footwear,52.0,Southwest,L,Spring,4.9,No,Venmo,Express,Yes,15.0,Venmo,Bi-Weekly,3
27,Male,Clothing,54.0,Southwest,S,Summer,2.7,No,Venmo,Free Shipping,Yes,10.0,Bank Transfer,Quarterly,3
62,Male,Outerwear,38.0,Southeast,M,Summer,4.5,No,Venmo,Free Shipping,Yes,3.0,Venmo,Quarterly,3
70,Male,Accessories,44.0,Midwest,S,Fall,2.7,No,Venmo,Standard,Yes,44.0,Credit Card,Quarterly,2
43,Male,Clothing,76.0,West,M,Spring,3.0,No,Bank Transfer,Next Day Air,Yes,23.0,Bank Transfer,Fortnightly,0
45,Male,Accessories,23.0,Northeast,M,Winter,4.5,No,PayPal,Next Day Air,Yes,6.0,PayPal,Weekly,3
63,Male,Clothing,98.0,West,M,Winter,5.0,No,Credit Card,Standard,Yes,9.0,Venmo,Bi-Weekly,0
69,Male,Outerwear,33.0,Midwest,S,Spring,3.8,No,Debit Card,2-Day Shipping,Yes,16.0,Debit Card,Every 3 Months,3
59,Male,Clothing,32.0,Midwest,M,Summer,3.1,No,PayPal,Standard,Yes,46.0,Venmo,Fortnightly,2
19,Male,Footwear,85.0,Southeast,S,Fall,3.4,No,Cash,Free Shipping,Yes,24.0,Credit Card,Every 3 Months,0
63,Male,Clothing,69.0,Southeast,L,Summer,4.8,No,Venmo,Next Day Air,Yes,22.0,Debit Card,Monthly,0
37,Male,Clothing,55.0,West,XL,Spring,2.7,No,Bank Transfer,Standard,Yes,13.0,Debit Card,Every 3 Months,3
37,Male,Clothing,66.0,Northeast,M,Summer,3.2,No,PayPal,Store Pickup,Yes,20.0,Cash,Fortnightly,0
50,Male,Outerwear,30.0,Midwest,M,Fall,3.9,No,Cash,2-Day Shipping,Yes,46.0,Cash,Quarterly,2
60,Male,Outerwear,80.0,West,M,Winter,4.2,No,Cash,Next Day Air,Yes,10.0,Bank Transfer,Monthly,0
46,Male,Accessories,20.0,Midwest,M,Summer,3.0,No,PayPal,Express,Yes,39.0,Cash,Monthly,2
35,Male,Clothing,30.0,Southeast,L,Fall,3.0,No,Venmo,2-Day Shipping,Yes,44.0,PayPal,Quarterly,2
66,Male,Clothing,86.0,Northeast,S,Winter,3.7,No,Bank Transfer,2-Day Shipping,Yes,7.0,Venmo,Annually,0
35,Male,Clothing,84.0,West,L,Spring,4.4,No,Credit Card,Store Pickup,Yes,3.0,Cash,Every 3 Months,0
20,Male,Clothing,54.0,Northeast,XL,Summer,4.6,No,Credit Card,Free Shipping,Yes,44.0,Debit Card,Annually,2
55,Male,Clothing,30.0,Southeast,XL,Fall,3.0,No,Credit Card,Free Shipping,Yes,31.0,Venmo,Annually,2
34,Male,Clothing,91.0,Southeast,M,Winter,3.6,No,Credit Card,Express,Yes,48.0,Credit Card,Weekly,1
60,Male,Footwear,23.0,Midwest,L,Winter,3.9,No,Debit Card,Standard,Yes,18.0,PayPal,Bi-Weekly,3
